"ImageNumber","plate","well","gene","puro","Image_FileNames_Filename_OrigDNA","Image_PathNames_Path_OrigDNA"
355,1,89,"PMS1",1,"AS_09125_050116000001_D17f02d0.png","images"
356,1,89,"PMS1",1,"AS_09125_050116000001_D17f03d0.png","images"
357,1,90,"STK19",1,"AS_09125_050116000001_D18f00d0.png","images"
358,1,90,"STK19",1,"AS_09125_050116000001_D18f01d0.png","images"
359,1,90,"STK19",1,"AS_09125_050116000001_D18f02d0.png","images"
360,1,90,"STK19",1,"AS_09125_050116000001_D18f03d0.png","images"
361,1,91,"PMS1",1,"AS_09125_050116000001_D19f00d0.png","images"
362,1,91,"PMS1",1,"AS_09125_050116000001_D19f01d0.png","images"
363,1,91,"PMS1",1,"AS_09125_050116000001_D19f02d0.png","images"
364,1,91,"PMS1",1,"AS_09125_050116000001_D19f03d0.png","images"
365,1,92,"STK19",1,"AS_09125_050116000001_D20f00d0.png","images"
366,1,92,"STK19",1,"AS_09125_050116000001_D20f01d0.png","images"
367,1,92,"STK19",1,"AS_09125_050116000001_D20f02d0.png","images"
368,1,92,"STK19",1,"AS_09125_050116000001_D20f03d0.png","images"
369,1,93,"PMS1",1,"AS_09125_050116000001_D21f00d0.png","images"
370,1,93,"PMS1",1,"AS_09125_050116000001_D21f01d0.png","images"
371,1,93,"PMS1",1,"AS_09125_050116000001_D21f02d0.png","images"
372,1,93,"PMS1",1,"AS_09125_050116000001_D21f03d0.png","images"
373,1,94,"STK19",1,"AS_09125_050116000001_D22f00d0.png","images"
374,1,94,"STK19",1,"AS_09125_050116000001_D22f01d0.png","images"
375,1,94,"STK19",1,"AS_09125_050116000001_D22f02d0.png","images"
376,1,94,"STK19",1,"AS_09125_050116000001_D22f03d0.png","images"
377,1,95,"PMS1",1,"AS_09125_050116000001_D23f00d0.png","images"
378,1,95,"PMS1",1,"AS_09125_050116000001_D23f01d0.png","images"
379,1,95,"PMS1",1,"AS_09125_050116000001_D23f02d0.png","images"
380,1,95,"PMS1",1,"AS_09125_050116000001_D23f03d0.png","images"
381,1,96,"STK19",1,"AS_09125_050116000001_D24f00d0.png","images"
382,1,96,"STK19",1,"AS_09125_050116000001_D24f01d0.png","images"
383,1,96,"STK19",1,"AS_09125_050116000001_D24f02d0.png","images"
384,1,96,"STK19",1,"AS_09125_050116000001_D24f03d0.png","images"
